Camp,Country,NearCity,Subcamp,Type,Company,Function,TimeActive,Gender,OtherNames,PrisonerNumbers
Rosenberg / Brodnica,Poland,,Stutthof,,,,,,,
Scherokopas,Poland,,Stutthof,,,,,,,
Schiffenbeil,Poland,,Stutthof,,,,,,,
Serappen,Poland,,Stutthof,,,,,,,
Sophienwalde,Poland,,Stutthof,,,,,,,
Slipsk,Poland,,Stutthof,,,,,,,
Starorod,Poland,,Stutthof,,,,,,,
Pruszcz,Poland,,Stutthof,,,,,,,
Brusy,Poland,,Stutthof,,,,,,,
"Torun (AEG, Org. Todt)",Poland,,Stutthof,,,,,,,
